year,rank,song,artist,cleaned_artist,uri,key,duration,bpm,energy,danceability,valence,acousticness,loudness,genres
1985,61,Axel F,Harold Faltermeyer,Harold Faltermeyer,https://open.spotify.com/track/2kgqupahrJpYB4r1poTXEY,C# Major,3:01,117,49,80,57,2,-17 dB,german soundtrack; synthesizer; synthpop
1985,62,Smooth Operator,Sade,Sade,https://open.spotify.com/track/7pLuEMFougkSHXrPBtNxTR,A Minor,4:59,120,56,79,96,37,-6 dB,british soul; sophisti-pop
1985,63,In My House,Mary Jane Girls,Mary Jane Girls,https://open.spotify.com/track/11vItFXykyMe5BNKmItbo2,B♭ Minor,5:02,117,64,79,94,2,-11 dB,classic soul; disco; freestyle; funk; motown; new jack swing; p funk; post-disco; quiet storm; soul; urban contemporary
1985,64,Don't Lose My Number,Phil Collins,Phil Collins,https://open.spotify.com/track/2ZIzyHDYsXIHUojfr6bAbO,F Minor,4:49,81,83,59,95,17,-5 dB,rock drums; soft rock
1985,65,All Through the Night,Cyndi Lauper,Cyndi Lauper,https://open.spotify.com/track/2CIDqYfIYfl9vx02wIyCG9,A♭ Major,4:33,95,65,57,35,20,-6 dB,dance pop; new wave pop; permanent wave; soft rock
1985,66,Run to You,Bryan Adams,Bryan Adams,https://open.spotify.com/track/2RWFncSWZEhSRRifqiDNVV,E Major,3:53,127,81,56,64,1,-6 dB,canadian pop; canadian singer-songwriter; classic canadian rock; heartland rock; mellow gold; soft rock
1985,67,Glory Days,Bruce Springsteen,Bruce Springsteen,https://open.spotify.com/track/2Y90nL1ohB4sgYELDs7uNx,A Major,4:15,117,96,57,98,5,-5 dB,heartland rock; mellow gold; permanent wave; rock; singer-songwriter
1985,68,Voices Carry,'Til Tuesday,'Til Tuesday,https://open.spotify.com/track/0ZYf6N5eBeXStMri0mf3DZ,C Major,4:24,105,57,58,58,3,-9 dB,boston rock; new romantic; new wave; new wave pop
1985,69,Misled,Kool & the Gang,Kool & the Gang,https://open.spotify.com/track/6KthkBoyIkEPnVSVuHvdCB,B Major,5:01,123,43,84,96,1,-15 dB,disco; funk; motown; soft rock; soul
1985,70,Would I Lie to You?,Eurythmics,Eurythmics,https://open.spotify.com/track/1lJZSsMoWEbrgaY6CxPMf8,D Major,4:28,132,91,61,73,4,-5 dB,dance rock; new romantic; new wave; new wave pop; soft rock; sophisti-pop; synthpop
1985,71,Be Near Me,ABC,ABC,https://open.spotify.com/track/1l3fRzoUngJr6hSMIT1Hfq,F Major,3:40,125,59,72,82,13,-12 dB,dance rock; new romantic; new wave; new wave pop; sophisti-pop; synthpop
1985,72,No More Lonely Nights,Paul McCartney,Paul McCartney,https://open.spotify.com/track/3CCBwpqjdar1PG6HHulmD0,F Major,5:13,173,43,32,41,0,-14 dB,classic rock; mellow gold; rock; soft rock
1985,73,I Can't Hold Back,Survivor,Survivor,https://open.spotify.com/track/46NtQJH1eok28bucLlHqQT,E Major,3:59,144,68,51,33,50,-11 dB,album rock; glam metal; hard rock; soft rock
1985,74,Summer of '69,Bryan Adams,Bryan Adams,https://open.spotify.com/track/0GONea6G2XdnHWjNZd6zt3,D Major,3:36,139,83,51,77,2,-6 dB,canadian pop; canadian singer-songwriter; classic canadian rock; heartland rock; mellow gold; soft rock
1985,75,Walking on Sunshine,Katrina and the Waves,"Katrina, the Waves",https://open.spotify.com/track/05wIrZSwuaVWhcv5FfqeH0,B_ Major,3:59,110,87,60,94,1,-12 dB,social media pop; new wave pop
1985,76,Freedom,Wham!,Wham!,https://open.spotify.com/track/0PhU6i6Kei6x0CH3jocvA3,C Major,5:02,133,65,59,82,42,-13 dB,new romantic; new wave; new wave pop; soft rock
1985,77,Too Late for Goodbyes,Julian Lennon,Julian Lennon,https://open.spotify.com/track/2SPU97neddixGZ3wCMLAwx,B Minor,3:35,122,74,87,97,16,-8 dB,beatlesque; new wave pop
1985,78,Valotte,Julian Lennon,Julian Lennon,https://open.spotify.com/track/6lTaVAtnxa69VgRwxOcMsJ,C Major,4:17,72,51,57,19,24,-10 dB,beatlesque; new wave pop
1985,79,Some Like It Hot,The Power Station,The Power Station,https://open.spotify.com/track/3QyxB6fNUFNSLyjiwkycOY,D Major,5:05,125,89,73,65,8,-8 dB,dance rock; new romantic; new wave; new wave pop
1985,80,Solid,Ashford & Simpson,Ashford & Simpson,https://open.spotify.com/track/4sr4NdrPfds9Qfors9UkiO,C Major,5:12,101,47,81,96,27,-12 dB,classic soul; disco; funk; motown; post-disco; quiet storm; soul; southern soul; urban contemporary
1985,81,Angel,Madonna,Madonna,https://open.spotify.com/track/7ov1nZ2QZc3LIuCXXERZP0,G Major,3:56,133,62,75,84,30,-14 dB,dance pop; pop
1985,82,I'm on Fire,Bruce Springsteen,Bruce Springsteen,https://open.spotify.com/track/3PzsbWSQdLCKDLxn7YZfkM,C# Minor,2:36,89,45,62,87,59,-14 dB,heartland rock; mellow gold; permanent wave; rock; singer-songwriter
1985,83,Method of Modern Love,Daryl Hall & John Oates,Daryl Hall & John Oates,https://open.spotify.com/track/58U8hRjWQdGCGQ1Y42SJFp,F Minor,5:34,94,73,71,75,7,-7 dB,album rock; classic rock; mellow gold; rock; singer-songwriter; soft rock; yacht rock
1985,84,Lay Your Hands on Me,Thompson Twins,Thompson Twins,https://open.spotify.com/track/4baARdabAPB74tk1lBRWRg,G Major,4:21,103,71,75,78,6,-8 dB,new romantic; new wave; new wave pop; synthpop
1985,85,Who's Holding Donna Now,DeBarge,DeBarge,https://open.spotify.com/track/66rdGSb6FMm0neFXxmJdPQ,E♭ Minor,4:28,90,33,66,65,42,-15 dB,contemporary r&b; funk; quiet storm; urban contemporary
1985,86,Lonely Ol' Night,John Cougar Mellencamp,John Cougar Mellencamp,https://open.spotify.com/track/0TBMx8wWJkwSEVSOJUn21e,A Major,3:45,127,89,63,76,0,-4 dB,album rock; classic rock; country rock; folk rock; hard rock; heartland rock; mellow gold; rock; singer-songwriter; soft rock
1985,87,What About Love,Heart,Heart,https://open.spotify.com/track/5nN1jGnCadYk1jYm6oV5zN,D Minor,3:42,161,63,25,30,29,-7 dB,album rock; classic rock; glam metal; hard rock; mellow gold; new wave pop; rock; singer-songwriter; soft rock
1985,88,California Girls,David Lee Roth,David Lee Roth,https://open.spotify.com/track/4H3vuLX59XPqdtTpIesGyS,E Major,2:52,115,75,58,43,43,-6 dB,album rock; classic rock; glam metal; hard rock
1985,89,Fresh,Kool & the Gang,Kool & the Gang,https://open.spotify.com/track/1mMYaXpT65iZDtvfRA9EkE,B Minor,4:27,118,38,84,95,1,-17 dB,disco; funk; motown; soft rock; soul
1985,90,Do What You Do,Jermaine Jackson,Jermaine Jackson,https://open.spotify.com/track/0QAiTq1vLdg4RfBsOvZ85s,C# Minor,4:49,113,43,71,54,68,-10 dB,disco
1985,91,Jungle Love,The Time,The Time,https://open.spotify.com/track/0QUpBXTOdB4JJyTGFN6dH1,A♭ Minor,5:33,120,64,76,82,7,-13 dB,funk; funk rock; minneapolis sound; new jack swing; p funk; quiet storm; synth funk
1985,92,Born in the U.S.A.,Bruce Springsteen,Bruce Springsteen,https://open.spotify.com/track/0dOg1ySSI7NkpAe89Zo0b9,E Major,4:39,122,95,40,58,0,-6 dB,heartland rock; mellow gold; permanent wave; rock; singer-songwriter
1985,93,Private Dancer,Tina Turner,Tina Turner,https://open.spotify.com/track/623ZeL2lWuz5v03TVkRBZa,E Minor,4:02,116,66,64,58,23,-8 dB,soft rock
1985,94,Who's Zoomin' Who?,Aretha Franklin,Aretha Franklin,https://open.spotify.com/track/2kDMh0Imubeo6BkV1mY7vm,A♭ Major,4:45,110,53,79,84,38,-10 dB,classic soul; jazz blues; memphis soul; soul; southern soul; vocal jazz
1985,95,Fortress Around Your Heart,Sting,Sting,https://open.spotify.com/track/06IsyJksK6vgJX66rU77Ij,G Major,4:40,121,48,68,67,29,-15 dB,permanent wave; soft rock; sophisti-pop
1985,96,Penny Lover,Lionel Richie,Lionel Richie,https://open.spotify.com/track/4J13x9ukE3h3wqwHcAJB0Y,A♭ Major,5:35,98,38,71,67,21,-14 dB,soft rock
1985,97,All She Wants to Do Is Dance,Don Henley,Don Henley,https://open.spotify.com/track/6YJDzJMTFFXpMPE2HqUgbV,G Major,4:30,115,70,71,84,2,-7 dB,album rock; classic rock; mellow gold; singer-songwriter; soft rock; yacht rock
1985,98,Dress You Up,Madonna,Madonna,https://open.spotify.com/track/4B2r9HXgUqRcPwUG3BYPlc,C Minor,4:02,136,90,63,83,3,-3 dB,dance pop; pop
1985,99,Sentimental Street,Night Ranger,Night Ranger,https://open.spotify.com/track/5pSMOv1TyJhHKPCEh6ulTG,C Major,4:14,100,58,66,58,19,-13 dB,album rock; classic rock; glam metal; hard rock; soft rock
1985,100,Sugar Walls,Sheena Easton,Sheena Easton,https://open.spotify.com/track/4kVE7IVF3ZlD1d7k08dmVY,B♭ Major,4:02,127,55,74,85,7,-13 dB,mellow gold; minneapolis sound; new romantic; new wave pop; soft rock
1984,1,When Doves Cry,Prince,Prince,https://open.spotify.com/track/6sby78fghipoXHQLeeZFFH,A Minor,5:54,126,99,73,84,1,-5 dB,funk; funk rock; minneapolis sound; rock; synth funk
1984,2,What's Love Got to Do with It,Tina Turner,Tina Turner,https://open.spotify.com/track/4kOfxxnW1ukZdsNbCKY9br,C# Major,3:47,98,41,85,79,22,-12 dB,soft rock
1984,3,"Say, Say, Say",Paul McCartney and Michael Jackson,"Paul McCartney, Michael Jackson",https://open.spotify.com/track/1db0gbTSKdRQum8VlbNkiO,B_ Minor,3:56,118,69,82,83,12,-10 dB,classic rock; mellow gold; rock; soft rock; r&b; soul
1984,4,Footloose,Kenny Loggins,Kenny Loggins,https://open.spotify.com/track/6W2VbtvMrDXm5vYeB7amkO,A Major,3:41,174,90,55,49,8,-7 dB,album rock; classic rock; mellow gold; new wave pop; singer-songwriter; soft rock; yacht rock
1984,5,Against All Odds (Take a Look at Me Now),Phil Collins,Phil Collins,https://open.spotify.com/track/63CHa6rmamv9OsehkRD8oz,C# Major,3:26,116,50,58,11,20,-7 dB,rock drums; soft rock
1984,6,Jump,Van Halen,Van Halen,https://open.spotify.com/track/6Fba9RZtC6vTY814JToDtP,C Major,0.166666667,130,82,54,77,7,-7 dB,album rock; classic rock; hard rock; rock
1984,7,Hello,Lionel Richie,Lionel Richie,https://open.spotify.com/track/0mHyWYXmmCB9iQyK18m3FQ,A Minor,4:11,61,25,49,6,41,-14 dB,soft rock
1984,8,Owner of a Lonely Heart,Yes,Yes,https://open.spotify.com/track/0GTK6TesV108Jj5D3MHsYb,G Major,4:29,125,80,74,90,18,-6 dB,album rock; art rock; classic rock; hard rock; progressive rock; rock; soft rock; symphonic rock
1984,9,Ghostbusters,Ray Parker Jr.,Ray Parker Jr.,https://open.spotify.com/track/3m0y8qLoznUYi73SUBP8GI,E Major,4:05,116,85,79,74,1,-5 dB,theme
1984,10,Karma Chameleon,Culture Club,Culture Club,https://open.spotify.com/track/3XDeeP9wBZzGhIPZmLfEEx,B♭ Major,4:13,92,55,66,93,21,-12 dB,new romantic; new wave; new wave pop; soft rock; synthpop
1984,11,Missing You,John Waite,John Waite,https://open.spotify.com/track/1Qrdlkgg9I4J7r3P4kZNwr,B Minor,4:30,209,55,55,59,5,-10 dB,album rock; mellow gold; new romantic; new wave; new wave pop; soft rock
1984,12,All Night Long (All Night),Lionel Richie,Lionel Richie,https://open.spotify.com/track/28uI9fFNHCelCuLS613SVi,C# Major,6:26,109,62,72,80,8,-13 dB,soft rock
1984,13,Let's Hear It for the Boy,Deniece Williams,Deniece Williams,https://open.spotify.com/track/4VyU9Tg4drTj2mOUZHSK2u,C Major,4:22,123,49,81,71,8,-9 dB,contemporary r&b; disco; funk; motown; post-disco; quiet storm; soul; urban contemporary
1984,14,Dancing in the Dark,Bruce Springsteen,Bruce Springsteen,https://open.spotify.com/track/7FwBtcecmlpc1sLySPXeGE,C# Minor,4:01,149,94,53,50,1,-6 dB,heartland rock; mellow gold; permanent wave; rock; singer-songwriter
1984,15,Girls Just Want to Have Fun,Cyndi Lauper,Cyndi Lauper,https://open.spotify.com/track/4y1LsJpmMti1PfRQV9AWWe,F# Major,3:58,120,80,71,73,22,-5 dB,dance pop; new wave pop; permanent wave; soft rock
1984,16,The Reflex,Duran Duran,Duran Duran,https://open.spotify.com/track/3gsIAou7LjiL3ayF9dR46V,C Major,4:27,127,90,56,80,12,-6 dB,album rock; dance rock; new romantic; new wave; new wave pop; rock; soft rock; synthpop
1984,17,Time After Time,Cyndi Lauper,Cyndi Lauper,https://open.spotify.com/track/7o9uu2GDtVDr9nsR7ZRN73,C Major,4:01,130,45,73,29,49,-9 dB,dance pop; new wave pop; permanent wave; soft rock
1984,18,Jump (For My Love),The Pointer Sisters,The Pointer Sisters,https://open.spotify.com/track/3L9ClO1W5KmebIXTrlKShF,B♭ Minor,4:27,135,70,84,92,16,-14 dB,disco; girl group; hi-nrg; motown; new wave pop; soft rock
1984,19,Talking in Your Sleep,The Romantics,The Romantics,https://open.spotify.com/track/7fRvtXvJMpGfTLdF0M09a1,A Minor,3:57,130,93,70,97,0,-5 dB,album rock; mellow gold; new romantic; new wave; new wave pop; power pop; soft rock
1984,20,Self Control,Laura Branigan,Laura Branigan,https://open.spotify.com/track/6JNJERZGJwDVgkmbohBw7u,F# Minor,4:06,107,69,81,78,22,-12 dB,new romantic; new wave pop; soft rock; synthpop
1984,21,Let's Go Crazy,Prince & the Revolution,Prince & the Revolution,https://open.spotify.com/track/6FMIVQPZg9cmMY8hPxAacD,B Major,4:39,196,93,31,38,2,-6 dB,funk; funk rock; minneapolis sound; rock; synth funk
1984,22,Say It Isn't So,Daryl Hall & John Oates,Daryl Hall & John Oates,https://open.spotify.com/track/1ATq1R2bLeKXOSti9kzj5f,E Minor,4:17,114,79,77,97,12,-7 dB,album rock; classic rock; mellow gold; rock; singer-songwriter; soft rock; yacht rock
1984,23,Hold Me Now,Thompson Twins,Thompson Twins,https://open.spotify.com/track/43h4FonpCeaaURpFpiQsf9,G Major,4:46,108,62,79,86,60,-10 dB,new romantic; new wave; new wave pop; synthpop
1984,24,Joanna,Kool & the Gang,Kool & the Gang,https://open.spotify.com/track/2WiTmNRMk6Rqtc1alR3IkR,B♭ Major,3:59,105,62,85,96,24,-8 dB,disco; funk; motown; soft rock; soul
1984,25,I Just Called to Say I Love You,Stevie Wonder,Stevie Wonder,https://open.spotify.com/track/6RNDeRnWsRMjPdNVgupZCs,C# Major,4:22,114,55,75,65,24,-9 dB,motown; soul
1984,26,Somebody's Watching Me,Rockwell,Rockwell,https://open.spotify.com/track/2H2379xRxgQVvcOSoL8Ajr,C# Minor,4:54,124,62,79,84,12,-6 dB,No genre found
1984,27,Break My Stride,Matthew Wilder,Matthew Wilder,https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT,B♭ Major,3:04,110,59,92,83,20,-11 dB,new wave pop
1984,28,99 Luftballons,Nena,Nena,https://open.spotify.com/track/2IJftBfq7pJ43tfnOR0RB3,E Major,3:51,97,47,64,58,9,-10 dB,german pop; new wave pop
1984,29,I Can Dream About You,Dan Hartman,Dan Hartman,https://open.spotify.com/track/37nxLdGbmgEYQYrqe14xOp,A Major,4:10,113,50,74,90,5,-14 dB,disco
1984,30,The Glamorous Life,Sheila E.,Sheila E.,https://open.spotify.com/track/179SfVFJ0ZN41toTxnpgRD,E♭ Minor,9:04,128,68,76,87,3,-14 dB,disco; freestyle; funk; minneapolis sound; new jack swing; quiet storm; rock drums; urban contemporary
1984,31,Oh Sherrie,Steve Perry,Steve Perry,https://open.spotify.com/track/4zEi4tr3lEhiAvTRxEzbEz,F Major,3:49,204,70,33,32,37,-5 dB,album rock; mellow gold; new wave pop; soft rock; yacht rock
1984,32,Stuck on You,Lionel Richie,Lionel Richie,https://open.spotify.com/track/0ROwoz82DIW4tOzkxYnSjf,F Major,3:15,132,35,52,27,26,-15 dB,soft rock
1984,33,I Guess That's Why They Call It the Blues,Elton John,Elton John,https://open.spotify.com/track/23l1kVpqMVREiwU1YAlcr4,C Major,4:45,121,66,67,67,22,-7 dB,glam rock; mellow gold; piano rock; rock
1984,34,She Bop,Cyndi Lauper,Cyndi Lauper,https://open.spotify.com/track/2FAL6hxj5Qxuj0kWOkEOsF,A Minor,3:49,137,89,58,81,0,-5 dB,dance pop; new wave pop; permanent wave; soft rock
1984,35,Borderline,Madonna,Madonna,https://open.spotify.com/track/4FMNpPI7mkhdeFCCk6fZiE,D Major,3:58,120,77,81,37,8,-5 dB,dance pop; pop
1984,36,Sunglasses at Night,Corey Hart,Corey Hart,https://open.spotify.com/track/1QbQL5m30YNvukitIqAnFG,B♭ Minor,5:21,128,61,69,72,26,-11 dB,album rock; new romantic; new wave pop; soft rock; synthpop
1984,37,Eyes Without a Face,Billy Idol,Billy Idol,https://open.spotify.com/track/0pUVeEgZuNyFzIMKp67RbS,A Major,4:59,86,82,54,66,2,-6 dB,album rock; classic rock; dance rock; hard rock; new romantic; new wave; new wave pop; rock; soft rock
1984,38,Here Comes the Rain Again,Eurythmics,Eurythmics,https://open.spotify.com/track/78RIER8V6EhrqVPOBi2GYa,C Major,4:55,126,76,65,61,1,-8 dB,dance rock; new romantic; new wave; new wave pop; soft rock; sophisti-pop; synthpop
1984,39,Uptown Girl,Billy Joel,Billy Joel,https://open.spotify.com/track/5zA8vzDGqPl2AzZkEYQGKh,E Major,3:18,129,94,70,79,8,-3 dB,album rock; classic rock; mellow gold; piano rock; rock; singer-songwriter; soft rock
1984,40,Sister Christian,Night Ranger,Night Ranger,https://open.spotify.com/track/57trQKFZdJxHia4sMJioWk,F Major,5:03,177,35,45,23,15,-16 dB,album rock; classic rock; glam metal; hard rock; soft rock
1984,41,Drive,The Cars,The Cars,https://open.spotify.com/track/3wfujdbamR3Z46F4xav7LM,F# Major,3:54,111,61,58,50,12,-10 dB,album rock; classic rock; hard rock; mellow gold; new romantic; new wave; new wave pop; permanent wave; power pop; rock; singer-songwriter; soft rock; synthpop
1984,42,Twist of Fate,Olivia Newton-John,Olivia Newton-John,https://open.spotify.com/track/533BzrB9TWzWH27T9Ra7Um,C# Minor,3:38,164,69,61,58,25,-9 dB,adult standards; australian dance; disco; mellow gold; soft rock
1984,43,Union of the Snake,Duran Duran,Duran Duran,https://open.spotify.com/track/2iitSsbNPH0EJPyyEpvSgg,B Minor,4:24,115,85,71,86,23,-5 dB,album rock; dance rock; new romantic; new wave; new wave pop; rock; soft rock; synthpop
1984,44,The Heart of Rock & Roll,Huey Lewis and the News,"Huey Lewis, the News",https://open.spotify.com/track/0o4e5Tt4vorx2012FrGIjV,B_ Major,5:05,143,76,59,96,3,-9 dB,album rock; classic rock; hard rock; mellow gold; new romantic; new wave pop; rock; singer-songwriter; soft rock; modern alternative rock; modern rock; pop
1984,45,Hard Habit to Break,Chicago,Chicago,https://open.spotify.com/track/25tCoH8AHYx9K2tsdhXngp,D Major,4:45,81,57,59,43,55,-7 dB,album rock; classic rock; mellow gold; rock; soft rock; yacht rock
1984,46,The Warrior,Scandal,Scandal,https://open.spotify.com/track/2hQnLzly0jRPpLPp23sA4i,D Major,4:01,123,78,61,86,9,-11 dB,No genre found
1984,47,If Ever You're in My Arms Again,Peabo Bryson,Peabo Bryson,https://open.spotify.com/track/6zWSB11sqCRMTAuWYkccCt,E♭ Minor,4:11,96,58,58,33,9,-5 dB,quiet storm
1984,48,Automatic,The Pointer Sisters,The Pointer Sisters,https://open.spotify.com/track/38TuEl4QqLM1VtJ5LK6FK0,F Major,4:47,111,66,80,93,9,-8 dB,disco; girl group; hi-nrg; motown; new wave pop; soft rock
1984,49,Let the Music Play,Shannon,Shannon,https://open.spotify.com/track/6b9hm8mvZ2KH7Fl7LLA5ct,B♭ Minor,3:34,115,69,71,77,0,-10 dB,bay area indie; indie garage rock; oakland indie; power-pop punk
1984,50,To All the Girls I've Loved Before,Julio Iglesias and Willie Nelson,"Julio Iglesias, Willie Nelson",https://open.spotify.com/track/0uBwcaTkY1BPpIZhxuhS67,F# Major,3:33,82,57,55,34,52,-7 dB,latin pop; classic country pop; classic texas country; country; country rock; nashville sound; outlaw country; singer-songwriter
1984,51,Caribbean Queen (No More Love on the Run),Billy Ocean,Billy Ocean,https://open.spotify.com/track/4JEylZNW8SbO4zUyfVrpb7,F Major,4:04,114,65,79,95,17,-8 dB,disco; mellow gold; new romantic; new wave pop; soft rock; yacht rock
1984,52,That's All,Genesis,Genesis,https://open.spotify.com/track/00pGaOhIq27ToaysOlbIGW,E Minor,4:24,88,65,70,78,25,-7 dB,album rock; art rock; classic rock; hard rock; mellow gold; new romantic; progressive rock; rock; soft rock; symphonic rock
1984,53,Running with the Night,Lionel Richie,Lionel Richie,https://open.spotify.com/track/7EAWB05mZwqsoj08jPRCCu,A Minor,4:10,120,60,77,73,7,-10 dB,soft rock
1984,54,Sad Songs (Say So Much),Elton John,Elton John,https://open.spotify.com/track/2LAgzgp3kmBG6uOqwms3eR,C Major,4:56,107,74,76,94,9,-11 dB,glam rock; mellow gold; piano rock; rock
1984,55,I Want a New Drug,Huey Lewis and the News,"Huey Lewis, the News",https://open.spotify.com/track/0mZNKyrUmsrlDRoYHWsyMu,D Major,3:32,110,90,67,78,8,-5 dB,album rock; classic rock; hard rock; mellow gold; new romantic; new wave pop; rock; singer-songwriter; soft rock; modern alternative rock; modern rock; pop
1984,56,Islands in the Stream,Kenny Rogers and Dolly Parton,"Kenny Rogers, Dolly Parton",https://open.spotify.com/track/57VxDKegTp0XDErJg2ofKv,G Major,4:28,204,80,25,74,43,-7 dB,classic country pop; country; nashville sound; soft rock; classic country pop; country; country dawn
1984,57,Love Is a Battlefield,Pat Benatar,Pat Benatar,https://open.spotify.com/track/4p1PizAGdglm2sVvPuFPWs,D Minor,4:05,91,63,67,86,1,-12 dB,album rock; classic rock; glam metal; hard rock; mellow gold; new romantic; new wave pop; rock; singer-songwriter; soft rock
1984,58,Infatuation,Rod Stewart,Rod Stewart,https://open.spotify.com/track/3ONQHqfJFlOqD5k0hQNmhH,B Minor,5:15,107,58,71,77,3,-16 dB,mellow gold; soft rock
1984,59,Almost Paradise,Mike Reno and Ann Wilson,"Mike Reno, Ann Wilson",https://open.spotify.com/track/3HI7oXJcgIXOhhPBvONWFo,A♭ Major,3:49,129,33,60,8,55,-11 dB,No genre found; ccm; christian music
1984,60,Legs,ZZ Top,ZZ Top,https://open.spotify.com/track/11oBg7EA3BgPLWrIx4Rv7D,E Major,4:34,125,95,61,76,1,-5 dB,album rock; blues rock; classic rock; hard rock; rock
1984,61,State of Shock,The Jacksons,The Jacksons,https://open.spotify.com/track/1sLTxLJzyoBJiPzv420KAx,A♭ Minor,4:31,122,85,98,89,28,-8 dB,disco; motown
1984,62,Love Somebody,Rick Springfield,Rick Springfield,https://open.spotify.com/track/2CflGCOJIaC9JKg79fizv2,E Major,3:35,139,91,52,70,1,-4 dB,album rock; australian rock; classic rock; glam metal; hard rock; mellow gold; new romantic; new wave pop; soft rock; yacht rock
1984,63,Miss Me Blind,Culture Club,Culture Club,https://open.spotify.com/track/5FlOKGuMdqPgssO4L2wG6O,G Minor,4:30,122,64,78,86,38,-13 dB,new romantic; new wave; new wave pop; soft rock; synthpop
1984,64,If This Is It,Huey Lewis and the News,"Huey Lewis, the News",https://open.spotify.com/track/2pAdtQuiEVGr7nOXGiv7t4,G Major,3:53,147,67,35,84,21,-7 dB,album rock; classic rock; hard rock; mellow gold; new romantic; new wave pop; rock; singer-songwriter; soft rock; modern alternative rock; modern rock; pop
1984,65,You Might Think,The Cars,The Cars,https://open.spotify.com/track/35wVRTJlUu2kDkqXFegOKt,D Major,3:05,134,86,73,97,11,-6 dB,album rock; classic rock; hard rock; mellow gold; new romantic; new wave; new wave pop; permanent wave; power pop; rock; singer-songwriter; soft rock; synthpop
1984,66,Lucky Star,Madonna,Madonna,https://open.spotify.com/track/2hWI9GNr3kBrxZ7Mphho4Q,E Minor,5:38,117,81,80,93,20,-5 dB,dance pop; pop
1984,67,Cover Me,Bruce Springsteen,Bruce Springsteen,https://open.spotify.com/track/4U7NhC2rQTAhH7dw7H0goB,A Minor,3:26,121,88,54,80,0,-5 dB,heartland rock; mellow gold; permanent wave; rock; singer-songwriter
1984,68,Cum on Feel the Noize,Quiet Riot,Quiet Riot,https://open.spotify.com/track/3vV3cr2TpPqFk07zxYUbla,B Minor,4:51,145,92,41,37,1,-5 dB,album rock; classic rock; glam metal; hard rock; metal; rock
1984,69,Breakdance,Irene Cara,Irene Cara,https://open.spotify.com/track/5Y11OSMr5hqiEu8ZJoXU17,F Minor,3:27,131,80,69,53,0,-7 dB,disco; new romantic; new wave pop; soft rock
1984,70,Adult Education,Daryl Hall & John Oates,Daryl Hall & John Oates,https://open.spotify.com/track/3sIsG7vDZr17BVimMeZZQS,A Minor,5:24,91,75,66,93,4,-7 dB,album rock; classic rock; mellow gold; rock; singer-songwriter; soft rock; yacht rock
1984,71,They Don't Know,Tracey Ullman,Tracey Ullman,https://open.spotify.com/track/0tOkXHcYsR2Y07XiGl0Yme,C Major,0.125,114,84,51,81,14,-4 dB,new wave pop
1984,72,An Innocent Man,Billy Joel,Billy Joel,https://open.spotify.com/track/1Gg14U26oq94uWcG7khccX,C Major,5:18,106,38,51,43,5,-9 dB,album rock; classic rock; mellow gold; piano rock; rock; singer-songwriter; soft rock
1984,73,Cruel Summer,Bananarama,Bananarama,https://open.spotify.com/track/2EGaDf0cPX789H3LNeB03D,C# Minor,3:35,109,87,67,94,27,-6 dB,girl group; hi-nrg; new romantic; new wave; new wave pop; soft rock
1984,74,Dance Hall Days,Wang Chung,Wang Chung,https://open.spotify.com/track/2JvPJ8ydPuN2NhpH4oti6I,C Major,4:01,103,59,66,54,26,-14 dB,new romantic; new wave pop; synthpop
1984,75,Give It Up,KC and the Sunshine Band,"KC, the Sunshine Band",https://open.spotify.com/track/3yDhZq8f17SmumVmEyCaRN,E_ Major,4:14,125,62,86,88,2,-12 dB,disco; mellow gold; new wave pop; soft rock; soul; disco; mellow gold; new wave pop; soft rock; soul
1984,76,I'm So Excited,The Pointer Sisters,The Pointer Sisters,https://open.spotify.com/track/1ot6jEe4w4hYnsOPjd3xKQ,F Minor,3:51,184,87,59,80,10,-6 dB,disco; girl group; hi-nrg; motown; new wave pop; soft rock
1984,77,I Still Can't Get Over Loving You,Ray Parker Jr.,Ray Parker Jr.,https://open.spotify.com/track/6gmp4cBAgsQOqqZQECbH4u,C# Major,4:08,83,50,61,56,22,-14 dB,theme
1984,78,Thriller,Michael Jackson,Michael Jackson,https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0,B Major,5:57,118,86,77,81,9,-5 dB,r&b; soul
1984,79,Holiday,Madonna,Madonna,https://open.spotify.com/track/3ibAzRj9JnowdoLkyllk3n,G Major,3:52,118,70,81,73,3,-9 dB,dance pop; pop
1984,80,Breakin'... There's No Stopping Us,Ollie & Jerry,Ollie & Jerry,https://open.spotify.com/track/2BtIXTKrTGQJeFcIukMR9E,C# Major,4:37,117,80,74,85,2,-10 dB,No genre found
1984,81,Nobody Told Me,John Lennon,John Lennon,https://open.spotify.com/track/31QuJZfFiMk1uOawow8ejS,D Major,3:34,118,94,71,92,18,-4 dB,classic rock; rock
1984,82,Church of the Poison Mind,Culture Club,Culture Club,https://open.spotify.com/track/2DEEMhTiUMvkiHFdXkrKfI,G Minor,3:32,131,90,60,96,9,-4 dB,new romantic; new wave; new wave pop; soft rock; synthpop
1984,83,Think of Laura,Christopher Cross,Christopher Cross,https://open.spotify.com/track/0meJMVapBf2xDoqJmO8fcB,C# Minor,3:23,172,4,51,18,82,-28 dB,mellow gold; soft rock; yacht rock
